1;1;1;2009-01-01;2009-12-31;10000
2;1;2;2009-01-01;2009-12-31;12000
3;1;3;2009-01-01;2009-12-31;14000
4;1;4;2009-01-01;2009-12-31;16000
5;1;5;2009-01-01;2009-12-31;18000
6;1;6;2009-01-01;2009-12-31;20000
7;1;7;2009-01-01;2009-12-31;22000
8;1;8;2009-01-01;2009-12-31;24000
9;1;9;2009-01-01;2009-12-31;26000
10;1;10;2009-01-01;2009-12-31;28000
11;1;11;2009-01-01;2009-12-31;30000
12;1;12;2009-01-01;2009-12-31;32000
13;1;13;2009-01-01;2009-12-31;34000
14;1;14;2009-01-01;2009-12-31;36000
15;1;15;2009-01-01;2009-12-31;38000
16;1;16;2009-01-01;2009-12-31;40000
17;1;17;2009-01-01;2009-12-31;42000
18;1;1;2010-01-01;2010-12-31;50000
19;1;2;2010-01-01;2010-12-31;50000
20;1;3;2010-01-01;2010-12-31;50000
21;1;4;2010-01-01;2010-12-31;50000
22;1;5;2010-01-01;2010-12-31;50000
23;1;6;2010-01-01;2010-12-31;50000
24;1;7;2010-01-01;2010-12-31;50000
25;1;8;2010-01-01;2010-12-31;50000
26;1;9;2010-01-01;2010-12-31;50000
27;1;10;2010-01-01;2010-12-31;50000
28;1;11;2010-01-01;2010-12-31;50000
29;1;12;2010-01-01;2010-12-31;50000
30;1;13;2010-01-01;2010-12-31;50000
31;1;14;2010-01-01;2010-12-31;50000
32;1;15;2010-01-01;2010-12-31;50000
33;1;16;2010-01-01;2010-12-31;50000
34;1;17;2010-01-01;2010-12-31;50000
35;1;1;2011-01-01;2011-12-31;60000
36;1;2;2011-01-01;2011-12-31;70000
37;1;3;2011-01-01;2011-12-31;80000
38;1;4;2011-01-01;2011-12-31;90000
39;1;5;2011-01-01;2011-12-31;100000
40;1;6;2011-01-01;2011-12-31;110000
41;1;7;2011-01-01;2011-12-31;120000
42;1;8;2011-01-01;2011-12-31;130000
43;1;9;2011-01-01;2011-12-31;140000
44;1;10;2011-01-01;2011-12-31;150000
45;1;11;2011-01-01;2011-12-31;160000
46;1;12;2011-01-01;2011-12-31;170000
47;1;13;2011-01-01;2011-12-31;180000
48;1;14;2011-01-01;2011-12-31;190000
49;1;15;2011-01-01;2011-12-31;200000
50;1;16;2011-01-01;2011-12-31;210000
51;1;17;2011-01-01;2011-12-31;220000
52;1;1;2012-01-01;2012-12-31;2000
53;1;2;2012-01-01;2012-12-31;3000
54;1;3;2012-01-01;2012-12-31;4000
55;1;4;2012-01-01;2012-12-31;5000
56;1;5;2012-01-01;2012-12-31;6000
57;1;6;2012-01-01;2012-12-31;7000
58;1;7;2012-01-01;2012-12-31;8000
59;1;8;2012-01-01;2012-12-31;9000
60;1;9;2012-01-01;2012-12-31;10000
61;1;10;2012-01-01;2012-12-31;11000
62;1;11;2012-01-01;2012-12-31;12000
63;1;12;2012-01-01;2012-12-31;13000
64;1;13;2012-01-01;2012-12-31;14000
65;1;14;2012-01-01;2012-12-31;15000
66;1;15;2012-01-01;2012-12-31;16000
67;1;16;2012-01-01;2012-12-31;17000
68;1;17;2012-01-01;2012-12-31;18000
69;1;1;2013-01-01;2013-12-31;5000
70;1;2;2013-01-01;2013-12-31;5500
71;1;3;2013-01-01;2013-12-31;6000
72;1;4;2013-01-01;2013-12-31;6500
73;1;5;2013-01-01;2013-12-31;7000
74;1;6;2013-01-01;2013-12-31;7500
75;1;7;2013-01-01;2013-12-31;8000
76;1;8;2013-01-01;2013-12-31;8500
77;1;9;2013-01-01;2013-12-31;9000
78;1;10;2013-01-01;2013-12-31;9500
79;1;11;2013-01-01;2013-12-31;10000
80;1;12;2013-01-01;2013-12-31;10500
81;1;13;2013-01-01;2013-12-31;11000
82;1;14;2013-01-01;2013-12-31;11500
83;1;15;2013-01-01;2013-12-31;12000
84;1;16;2013-01-01;2013-12-31;12500
85;1;17;2013-01-01;2013-12-31;13000
86;1;1;2014-01-01;2014-12-31;7500
87;1;2;2014-01-01;2014-12-31;8000
88;1;3;2014-01-01;2014-12-31;8500
89;1;4;2014-01-01;2014-12-31;9000
90;1;5;2014-01-01;2014-12-31;9500
91;1;6;2014-01-01;2014-12-31;10000
92;1;7;2014-01-01;2014-12-31;10500
93;1;8;2014-01-01;2014-12-31;11000
94;1;9;2014-01-01;2014-12-31;11500
95;1;10;2014-01-01;2014-12-31;12000
96;1;11;2014-01-01;2014-12-31;12500
97;1;12;2014-01-01;2014-12-31;13000
98;1;13;2014-01-01;2014-12-31;13500
99;1;14;2014-01-01;2014-12-31;14000
100;1;15;2014-01-01;2014-12-31;14500
101;1;16;2014-01-01;2014-12-31;15000
102;1;17;2014-01-01;2014-12-31;15500
103;1;1;2015-01-01;2015-12-31;7500
104;1;2;2015-01-01;2015-12-31;8000
105;1;3;2015-01-01;2015-12-31;8500
106;1;4;2015-01-01;2015-12-31;9000
107;1;5;2015-01-01;2015-12-31;9500
108;1;6;2015-01-01;2015-12-31;10000
109;1;7;2015-01-01;2015-12-31;10500
110;1;8;2015-01-01;2015-12-31;11000
111;1;9;2015-01-01;2015-12-31;11500
112;1;10;2015-01-01;2015-12-31;12000
113;1;11;2015-01-01;2015-12-31;12500
114;1;12;2015-01-01;2015-12-31;13000
115;1;13;2015-01-01;2015-12-31;13500
116;1;14;2015-01-01;2015-12-31;14000
117;1;15;2015-01-01;2015-12-31;14500
118;1;16;2015-01-01;2015-12-31;15000
119;1;17;2015-01-01;2015-12-31;15500
